NecropDateDt,NecropDate,DeadDateDt,DeadDate,Date1stHeardDt,Date1stHeard,AgeCarcass,BestDead,AnimalYear,Recorder,Herd,Animal_ID,Sex,Age,AgeEstMethod,GPS_CollarSerialNo_Date_FK,CollarSN,VHF_freq,Location,InvestReason,UTM_E,UTM_N,ElevDEM,CarcassCon,Cause_Mort,CausMortAcc,ConditionNotes,Evidence,Comments,CauseMortRevised,RevisionReason,PhotoTaken,Houndsmen,RumenIntact,TracksFound,ScatFound,DragMarks,Latrine,Femur,Tooth,Mandible,Skull,LionID,KillLocUsingGPSData,LionClusterID
27-Jul-23,20230727,04-Jan-23,20230104,04-Jan-23,20230104,208,20230104,2022,L_Greene,Mt. Baxter,S598,Male,3,Frequency List,,727125,159.930,"Woods Crk, avalanche path",GPS Notification,373050,4080800,,Intact,Avalanche,Certain,intact in water under avalanche debris,in middle of avalanche debris,,,,Y,,,,,,,N,N,N,N,,N,
25-Jul-23,20230725,01-Jan-23,20230101,,,195,20230101,2022,C_Massing,Wheeler Ridge,M251,Female,6,Horn Rings,,,,"Chickenfoot Lk, right by shore",Opportunistic,344945,4140720,,Scavenged,Unknown,,only skull found,"not investigated by CDFW, found by hiker, but condition and location indicate it died over the winter 22/23","Hiker called in, sent photo of skull. She looked for more and only found skull. Skull picked up and removed by warden. Has some hair and is found in extremely well trafficked area, so belive it died in the winter 22/23, mort date estimate.",,,Y,N,,,,,,N,N,N,N,,N,
23-Jul-23,20230723,25-Jan-23,20230125,25-Jan-23,20230125,180,20230125,2022,T_Calfee,Mt. Williamson,S592,Male,8,Frequency List,,719202,159.535,Wallace Crk below Wales Lk,GPS Notification,380845,4051276,,Intact,Avalanche,Certain,"Dug this ram out of the snow, completely intact",Animal found in avi debris,Due to time constraints I did not do a necropsy on the ram,,,,,,,,,,,,,,,N,
20-Jul-23,20230720,01-Jan-23,20230101,,,190,20230101,2022,C_Massing,Mt. Gibbs,M250,Male,3,Horn Rings,,,,Just W of Kidney Lake,Opportunistic,306339,4196789,,Scavenged,Unknown,,"skeleton intact, some hair and flesh, no legs, all on top of snowbank",probably died during winter but not investigated by CDFW,"Skiers (friends of Amy Sturgill who reported) found carcass on snow, looks 2-4yo, still hair and some tissue and on snowbank, believe died during the 22/23 winter. Not investigated but photo sent.",,,Y,N,,,,,,N,N,N,N,,N,
15-Jul-23,20230715,20-Jan-23,20230120,,,176,20230120,2022,E_Otto,Mt. Baxter,M249,Unknown,0,Size of Remains,,,,"Golden Trout Crk, N",Opportunistic,379836,4071304,,Scavenged,Avalanche,Certain,"found sheep hair, bone pieces in avy debris and more hair and lamb leg farther below. Could have been multiple animals",sheep parts melted out of clear avy debris in big winter.,"Huge obvious avy path, just melting. Could be multiple sheep but at least 1 lamb given the lamb leg found. Multiple bones, hair, scattered throughout avy slope, just melting out. Mort date is a guess based on storms and current conditions.",,,Y,N,,,,,,N,N,N,N,,N,
13-Jul-23,20230713,01-Jan-23,20230101,,,,20230101,2022,S_Rankins,Convict Creek,M248,Female,5,Horn Rings,,,,"N of rd to McGee TH, across from pack station area",Opportunistic,341549,4158348,,Consumed,Unknown,,"skull plate and horns left, believe died in winter 22/23",very little left to investigated,"very little left, looks to have died in 22-23 winter, dead date unknown",,,Y,N,,N,N,N,,N,N,N,N,,N,
13-Jul-23,20230713,09-Jan-23,20230109,09-Jan-23,20230109,185,20230109,2022,S_Rankins,Convict Creek,S569,Female,4,Frequency List,,711051,159.640,in gully on McGee Mtn,GPS Notification,340386,4158774,,Intact,Avalanche,Certain,intact under snow,"ice sheet around body, buried in avalanche, bleeding from nose and mouth from internal injuries","Carcass intact buried in snow, only dug down to head so could not look at marrow.",,,Y,,,,,,,N,N,N,N,,N,
11-Jul-23,20230711,01-Jan-23,20230101,,,192,20230101,2022,L_Siemion,Convict Creek,M247,Female,4,Horn Rings,,,,btwn Nevahbe Pt and Mt. Morgan North,Opportunistic,342502,4154141,,Consumed,Snow,Probable,only skull and jaw,"too little evidence to know cause, likely winter based on location and appearance of skull (indicating timing of death)","Timing of death unknown but based on condition looks liked died during the winter, likely winter (snow) cause due to location and condition.",,,Y,,,,,,,N,N,N,N,,N,
07-Jul-23,20230707,03-Dec-22,20221203,03-Dec-22,20221203,216,20221203,2022,L_Siemion,Mt. Gibbs,S567,Male,10,Frequency List,,719207,160.185,above Gibbs Mdw,GPS Notification,305962,4193540,,Consumed,Unknown,,"skull, a few bone fragments, lower jaw",not enough evidence to determine cause,"no bones, not in avalanche path",,,Y,N,,,,,,N,N,N,N,,N,
07-Jul-23,20230707,15-Jan-23,20230115,15-Jan-23,20230101,150,20230115,2022,T_Calfee,Mt. Gibbs,S617,Female,2,Frequency List,,00196,159.196,N Bowl of Lewis,GPS Notification,307143,4191503,,Consumed,Starvation,Probable,Found only collars,"Died on high plateau and her collars worked down the slope over time. Given fact she died not on avi slope and there were piles of pellets, starvation probabl","Pellets, timing and location of death, indicate starvation.",,,,,,,,,,N,N,N,N,,N,
06-Jul-23,20230706,13-Mar-23,20230313,13-Mar-23,20230313,115,20230313,2022,S_Rankins,Sawmill Canyon,S515,Female,5,Frequency List,,706376,160.772,"upper Division Crk, pines",GPS Notification,379760,4086014,,Scavenged,Unknown,,"hair, rumen contents, pelvis, back leg bones",too little left,,,,Y,,Y,,,,,Y,,,,,N,
03-Jul-23,20230703,10-Jan-23,20230110,10-Feb-23,20230210,166,20230110,2022,E_Otto,Wheeler Ridge,S502,Male,11,Frequency List,,706395,159.070,"At base of Morgan, SE of Rock Crk Lk",Mort Signal,346419,4145196,,Scavenged,Snow,Certain,Last heard alive 12/25/23. Dead date is an estimate as GPS failed,"based on timing and location of death, in midst of a series of heavy storms at high elevation","No teeth or femurs found. Mountain lion scat with some sheep hair was found near the carcass. Carcass was not cached and there were some clumps of hair, nothing resembling a hair pile. Ribs and skull showed signs of being gnawed on by other scavengers. Given timing, amount of snow, location, and lack of other evidence I believe he died by snow-related cause and was scavenged on by an unknown lion.",,,Y,N,,,Y,,,N,N,N,N,,N,
27-Jun-23,20230627,24-Feb-23,20230224,24-Feb-23,20230224,123,20230224,2022,S_Rankins,Mt. Gibbs,S618,Female,2,,,00201,160.195,above cliffs to SW of Walker Lk,GPS Notification,308034,4192536,,Intact,Snow,Certain,mainly decomposed with lots of maggots,"Certain it was winter, not avalanche, proably starvation, no marrow though",Maggots had cleaned out marrow in both femurs. Should review camera collar data for any signs of death,,,Y,,,,,,,N,N,N,N,,N,
25-Jun-23,20230625,18-Mar-23,20230318,18-Mar-23,20230318,90,20230318,2022,T_Calfee,Mt. Gibbs,S614,Female,2,Frequency List,,733694,160.680,E end of Koip Crest,GPS Notification,307761,4182622,,Consumed,Avalanche,Certain,only hair,located in obvious avi debris,avi debris,,,,,,,,n,,n,n,n,n,,N,
25-Jun-23,20230625,03-Apr-23,20230403,03-Apr-23,20230403,90,20230403,2022,T_Calfee,Mt. Gibbs,S568,Female,8,Frequency List,,711662,159.230,above Waugh Lk,gps notification,308090,4181698,,Consumed,Starvation,Certain,"very little left, a few bones scattered","timing and location, lg pellet piles, evidence of grazing on woody plants",,,,,,,,,,,n,n,n,n,,N,
23-Jun-23,20230623,21-Mar-23,20230321,21-Mar-23,20230321,90,20230321,2022,L_Greene,Cathedral,S607,Female,5,Frequency List,,719384,160.620,"bottom of cliff just below Parson Plateau, W side",GPS Notification,295773,4183662,,Scavenged,Snow,Certain,"backbone intact, gnawed pelvis, ribs, single leg remaining","unclear if she went over cliff after she died or if it was the cause of death, during snowy conditions","Evidence of fall--broken GPS collar, cracked horn, Unclear if she died first of fell after, possibly carried over cliff by avalanche. Heavy snow conditions",,,Y,,,,,,,N,N,N,N,,N,
22-Jun-23,20230622,10-Mar-23,20230310,10-Mar-23,20230310,104,20230310,2022,S_Rankins,Mt. Warren,M244,Unknown,0,,,,,small ledge below Kavanaugh Ridge,Opportunistic,299814,4216619,,Scavenged,Avalanche,Certain,skeleton and hair only,below avalanche chute with S536,femur marrow was too dry. Found by S536 in same avalanche chute,,,Y,,,,,,,N,N,N,N,,N,
22-Jun-23,20230622,31-Mar-23,20230331,31-Mar-23,20230331,83,20230331,2022,S_Rankins,Mt. Warren,S522,Female,12,Frequency List,,92120160.343,160.343,shore of Gilman Lake,GPS Notification,299028,4215548,,Scavenged,Avalanche,Certain,bones and hair only,at base of avalanche chute,bone marrow dry,,,Y,,,,,,,N,N,N,N,,N,
22-Jun-23,20230622,10-Mar-23,20230310,10-Mar-23,20230310,104,20230310,2022,S_Rankins,Mt. Warren,S536,Female,8,Frequency List,,711240,159.810,small ledge below Kavanaugh Ridge,GPS Notification,299810,4216632,,Scavenged,Avalanche,Certain,skeleton and hair remained,below avalanche chute,,,,Y,,,,,,,N,Y,N,N,,N,
22-Jun-23,20230622,25-Dec-22,20221225,25-Dec-22,20221225,179,20221225,2022,L_Siemion,Cathedral,S365,Female,10,Frequency List,,711763,160.260,,GPS Notification,294035,4183875,,Scavenged,Avalanche,Certain,"completely consumed, matted hair pile, a few broken bone shards, broken tib/fib, no skull or ribcage found",winter timing of death in historic winter with no lions. Found near base of cliff where snow had receded away leaving 3ft gap.,"No evidence starvation, possible she slipped or fell or avalanche pushed her off cliff above. GPS data indicates she moved from Parsons an died soon after, avalanche is most likely cause.",,,Y,,,,,,,N,N,N,N,,N,
20-Jun-23,20230620,01-Jun-23,20230601,01-Jun-23,20230601,,20230601,2023,S_Rankins,Mt. Warren,S537,Female,,,,711245,160.800,approximate location--could not recover,,302210,4211719,,,Unknown,,not investigated,,"could not be recovered, difficult to access--unsure of exact dead date but heard alive in May. In cliffy location",,,,,,,,,,,,,,,N,
20-Jun-23,20230620,20-Mar-23,20230320,20-Mar-23,20230320,92,20230320,2022,L_Siemion,Mt. Gibbs,S500,Female,9,Frequency List,,733685,159.891,"E of Mt. Gibbs, W of Parker Crk and Mono Pass zone",GPS Notification,303375,4193728,,Scavenged,Snow,Certain,"hair pile/plucks, broken long bones, bone fragments, rostrum consumed off skull","March death duirng historic winter. In March this area had lots of snow (LG/EO) in area at time, not windswept",Looked to be fed on by lion. Prior to death S500 made 1 lg movement from Mt. Gibbs and was not alive in this area long. Too much snow in site to have been predated upon in March.,,,Y,N,,,,,,N,Y,N,N,,N,
17-Jun-23,20230617,15-Jan-23,20230115,,,153,20230115,2022,S_Rankins,Taboose Creek,M243,Unknown,0,Teeth,,,,at base of cliff in Tinemaha Crk,Opportunistic,374956,4101192,,Scavenged,Snow,Certain,"head, part of hide, vertebrae/back legs",found with S512,"marrow in both femurs dried. Lamb was found near S512, assume died at the same time as her, used that date.",,,Y,,,,,,,,,,,,,
17-Jun-23,20230617,15-Jan-23,20230115,15-Jan-23,20230115,153,20230115,2022,S_Rankins,Taboose Creek,S512,Female,6,Frequency List,,706375,160.752,narrow cyn in Tinemaha Crk,GPS Notification,374880,4101018,,Scavenged,Snow,Certain,"very little left, and scattered","too little left to say anthing other than caused by winter conditions, due to timing/location and coniditions",only saw 1 radius and it was already broken,,,Y,,,,,,,N,Y,N,N,,N,
15-Jun-23,20230615,03-Apr-23,20230403,03-Apr-23,20230403,74,20230403,2022,S_Rankins,Sawmill Canyon,M242,Female,5,,,,,N of Goodale Crk in Goodale Cyn,Lion Cluster,379468,4091294,,Consumed,Lion,Certain,"skull plate, lower legs, some hair","lion kill at lion cluster, typical evidence, including hair plucks, lion scat",,,,Y,,,,Y,,,N,N,N,N,230,Y,230_20230403
15-Jun-23,20230615,06-Jun-23,20230606,06-Jun-23,20230606,9,20230606,2023,S_Rankins,Sawmill Canyon,S645,Female,5,Frequency List,,731530,160.795,small bench with lg Jeffrey pine and fir in Goodale Cyn,GPS Notification,377968,4090892,,Consumed,Lion,Certain,"skull plate, lower legs, rumen content",typical lion kill,not many bones intact.,,,Y,,Y,Y,Y,,,N,N,N,N,,N,
11-Jun-23,20230611,01-Apr-23,20230401,01-Apr-23,20230401,72,20230401,2022,S_Rankins,Mt. Baxter,S596,Male,3,Frequency List,,719374,159.545,N of N fork Oak Crk,Mort Signal,382043,4078556,,Consumed,Avalanche,Certain,skull and collars all that remained,in avalanche chute w/logs and debris,"no long bones to look at marrow. See also flight photo from March, avalanche zone.",,,Y,,,,,,,N,N,N,N,,N,
10-Jun-23,20230610,01-Jan-23,20230101,,,160,20230101,2022,E_Otto,Taboose Creek,M245,Female,1,Teeth,,,,chute off W arm of Kidd Mtn going into S fork Big Pine Crk,Opportunistic,371404,4107566,,Scavenged,Avalanche,Certain,Mostly scavenged. Hide still intact.,"In bottom of an avy chute, buried in debris",Found by J Weissman and S Pfeiler while skiing. Also found by friend of L Greene in April. Unsure if this was a yearling ewe or ram. 1 of 2 morts found that day--M246 nearby. Dead date unknown.,,,Y,N,N,N,N,N,,N,N,N,N,,N,
10-Jun-23,20230610,01-Jan-23,20230101,,,160,20230101,2022,E_Otto,Taboose Creek,M246,Male,6,Horn Rings,,,,High on W arm Kidd Mtn,Opportunistic,371462,4106964,,Intact,Snow,Probable,"some flesh gone, mostly intact, scavenged a little by birds/coyote possibly","given timing and location in huge winter likely a winter kill, no signs of predation but not in a clear avalanche path",J Weissman and S Pfeiler came across mort while skiing. 1 of 2 morts found that day--M245 nearby. Dead date unknown.,,,Y,,N,N,N,N,,N,N,N,N,,N,
07-Jun-23,20230607,10-Mar-23,20230310,10-Mar-23,20230310,89,20230310,2022,S_Rankins,Wheeler Ridge,S554,Female,4,Frequency List,,719382,160.565,E of Mt. Morgan,GPS Notification,347493,4139864,,Consumed,Avalanche,Certain,"rib cage, skull all that remained","in avalanche below avalanche chute, still in snow",,,,Y,,,,,,,N,Y,N,N,,N,
30-May-23,20230530,11-Apr-23,20230411,11-Apr-23,20230411,49,20230411,2022,S_Rankins,Mt. Baxter,S544,Female,7,Frequency List,,711754,159.275,in avalanche chute N of Baxter trail,GPS Notification,379439,4077847,,Scavenged,Avalanche,Certain,"backbone, pelvic bone, skull only",in avalanche chute,No long bones to investigated. Dropped VHF collar and telemetry unit into crack in between cliff and snow.,,,Y,N,,,,,,N,Y,N,N,,N,
30-May-23,20230530,10-Feb-23,20230210,10-Feb-23,20230210,109,20230210,2022,S_Rankins,Mt. Baxter,S299,Female,10,Frequency List,,711241,159.850,trees beside N fork Oak Crk,Mort Signal,380685,4077627,,Consumed,Snow,Certain,"skull plate, 1 vertebrae, haide/hair pieces is all that remained",too little to know for sure but possible avalanche or starvation,"bottom of drainage, a lot of snow has melted, unsure if there was a small avalanche here, but many avalanches in the surrounding area.",,,Y,N,,,,,,N,N,N,N,,N,
29-May-23,20230529,28-Mar-23,20230328,28-Mar-23,20230328,63,20230328,2022,S_Rankins,Sawmill Canyon,M238,Unknown,,,,,,"manzanita bush below small cliff/rock outcrop, confluence of game trails",Lion Cluster,382685,4085950,,Consumed,Lion,Certain,scavenged by bear. Hair and little rumen content only,typical lion kill site at lion cluster,"lion cluster, unknown age or sex of sheep",,,Y,N,,Y,Y,Y,,N,N,N,N,230,Y,230_20230328
28-May-23,20230528,13-Mar-23,20230313,13-Mar-23,20230313,76,20230313,2022,S_Rankins,Taboose Creek,S578,Female,5,Frequency List,,711650,160.330,above Willow Lk,GPS Notification,370634,4106670,,Intact,Avalanche,Certain,"intact, no fat on organs","Todd, Liz there earlier and saw avalanche at the site","Todd and Liz located earlier and saw avalanche signs. Animal was clearly in poor condition, no fat on organs (photos), poor marrow, stomach of almost entirely pine needle contents. Animal likely died of starvation if not avalanche (so definitely snow cause)",,,Y,N,,,,,,Y,Y,N,N,,N,
22-May-23,20230522,15-Mar-23,20230315,,,63,20230315,2022,L_Siemion,Sawmill Canyon,M241,Male,9,Horn Rings,,,,Sawmill Mdw,Opportunistic,381465,4084037,,Scavenged,Snow,Certain,"intact skeleton, scavenged","died during historic winter, midwinter, predation very unlikely at this location/time",,,,Y,N,,,,,,N,N,N,N,,N,
22-May-23,20230522,15-Mar-23,20230315,,,63,20230315,2022,T_Calfee,Sawmill Canyon,M240,Unknown,,,,,,"pass S of Sawmill Pass above Stocking Lk, E side of pass",Opportunistic,378475,4081810,,Scavenged,Starvation,Certain,"dried up rumen, bone fragments, pieces of hide",forage was heavily browsed,,,,Y,,,,,,,N,N,N,N,,N,
18-May-23,20230518,28-Feb-23,20230228,28-Feb-23,20230228,80,20230228,2022,L_Greene,Convict Creek,S570,Female,7,Frequency List,,711651,160.350,"ridglet off Mt. Morgan, rocky outcrip, not avalanche gully",GPS Notification,342869,4152193,,Intact,Starvation,Certain,generally intact w/hole in side. Internal organs scavenged by birds and insects,"big winter, curled up, February death, many lg pellet piles nearby, poor condition","large pellet piles, carcass curled up, mostly intact, scavenged by birds, poor bone marrow",,,Y,,,,,,,Y,N,N,N,,N,
17-May-23,20230517,15-Mar-23,20230315,,,63,20230315,2022,L_Siemion,Mt. Baxter,M239,Male,9,Horn Rings,,,,near Kearsarge Pass trail,Opportunistic,378614,4070216,,Scavenged,Avalanche,Certain,"partially dug out from avy debris, hair plucks, broken long bones, lion tracks indicate scavenging",ram found in avalanche debris,Scavenging does not appear to have been done by a lion with GPS collar,,,Y,,,Y,,,,N,N,N,N,,N,
